CUSTOMER_ID,GENDER,POSTAL_CODE,CREDITLIMIT,MONETARY_VALUE,FREQUENCY,RECENCY,HAS_RECEIVED_TEST_MAILING,RESPONSE_TO_TEST_MAILING,ORDERDATE_WITHIN_6_MONTHS_OF_MAILING,NUMBER_OF_PRODUCTS_PURCHASED_IN_TEST_MAILING
26979,male,1131CZ,7785,1 low,3 high,1 low,no,,,
26980,female,1708LB,6897,1 low,2 medi,2 medium,no,,,
26981,female,1980DV,4990,3 high,2 medi,3 high,no,,,
26982,female,1601DA,7518,2 medium,2 medi,3 high,no,,,
26983,female,1846BF,8300,3 high,1 low,3 high,yes,F,nap,0
26984,male,1723TM,4749,1 low,3 high,3 high,no,,,
26985,female,1068TG,91,3 high,1 low,3 high,no,,,
26986,female,1613FB,400,3 high,1 low,3 high,no,,,
26987,female,1193KJ,2452,1 low,2 medi,1 low,no,,,
26988,male,1456RL,9769,3 high,1 low,3 high,yes,F,nap,0
26989,female,1079RQ,710,1 low,3 high,2 medium,no,,,
26990,female,1032QW,7954,3 high,1 low,3 high,no,,,
26991,male,1490CS,1891,2 medium,1 low,3 high,no,,,
26992,female,1961CR,9847,2 medium,3 high,3 high,no,,,
26993,male,1992EW,4738,3 high,1 low,2 medium,yes,F,nap,0
26994,female,1255SM,6328,3 high,1 low,3 high,no,,,
26995,male,1551KQ,6365,3 high,1 low,2 medium,no,,,
26996,male,1156RC,6922,1 low,2 medi,2 medium,no,,,
26997,male,1228PB,6002,3 high,1 low,3 high,no,,,
26998,female,1894TJ,790,3 high,1 low,2 medium,yes,F,nap,0
26999,female,1976OL,1540,2 medium,2 medi,2 medium,no,,,
27000,female,1324TO,966,3 high,1 low,2 medium,no,,,
27001,female,1142SS,8697,2 medium,1 low,3 high,no,,,
27002,female,1479BZ,9085,3 high,1 low,2 medium,no,,,
27003,female,1656IE,8524,3 high,2 medi,1 low,yes,F,nap,0
27004,male,1412GK,2269,2 medium,1 low,1 low,no,,,
27005,female,1333FK,7531,3 high,1 low,2 medium,no,,,
27006,male,1948XZ,4352,3 high,1 low,3 high,no,,,
27007,female,1468ID,3384,2 medium,2 medi,1 low,no,,,
27008,female,1330ZD,963,2 medium,1 low,3 high,yes,F,nap,0
27009,female,1336YZ,6617,1 low,3 high,1 low,no,,,
27010,male,1559RN,6788,3 high,2 medi,1 low,no,,,
27011,female,1182PW,6666,1 low,3 high,3 high,no,,,
27012,male,1652CI,6537,1 low,3 high,2 medium,no,,,
27013,male,1525YC,696,1 low,2 medi,2 medium,yes,F,nap,0
27014,female,1778CB,9323,2 medium,2 medi,1 low,no,,,
27015,male,1154KT,6757,3 high,1 low,2 medium,no,,,
27016,male,1517NS,3972,1 low,2 medi,2 medium,no,,,
27017,male,1416OS,4649,2 medium,2 medi,3 high,no,,,
27018,male,1391BZ,5447,2 medium,2 medi,2 medium,yes,F,nap,0
27019,female,1828HR,30,3 high,1 low,3 high,no,,,
27020,female,1927GG,1111,1 low,3 high,2 medium,no,,,
27021,male,1561WA,6865,3 high,1 low,3 high,no,,,
27022,female,1993AP,1500,2 medium,3 high,2 medium,no,,,
27023,female,1043OA,5269,2 medium,1 low,1 low,yes,F,nap,0
27024,female,1850BA,323,1 low,3 high,1 low,no,,,
27025,female,1852JI,7682,1 low,3 high,1 low,no,,,
27026,female,1497LW,3421,3 high,1 low,3 high,no,,,
27027,male,1320BV,6592,1 low,2 medi,2 medium,no,,,
27028,male,1118XE,6957,2 medium,1 low,3 high,yes,F,nap,0
27029,female,1969ZB,277,2 medium,2 medi,1 low,no,,,
27030,female,1755FK,4340,1 low,3 high,1 low,no,,,
27031,female,1532XZ,1996,3 high,1 low,3 high,no,,,
27032,female,1072DP,8641,3 high,1 low,3 high,no,,,
27033,female,1749KS,445,3 high,1 low,3 high,yes,F,nap,0
27034,female,1366GG,2608,2 medium,3 high,3 high,no,,,
27035,female,1030VE,8046,2 medium,2 medi,2 medium,no,,,
27036,male,1077AQ,7765,1 low,2 medi,3 high,no,,,
27037,female,1411HQ,141,1 low,2 medi,2 medium,no,,,
27038,female,1428PU,804,1 low,3 high,2 medium,yes,F,nap,0
27039,male,1905XJ,9705,3 high,1 low,2 medium,no,,,
27040,female,1232GM,2793,1 low,3 high,1 low,no,,,
27041,male,1349UO,5320,1 low,3 high,3 high,no,,,
27042,female,1786ZL,4834,3 high,2 medi,3 high,no,,,
27043,male,1349BX,8546,2 medium,2 medi,1 low,yes,F,nap,0
27044,male,1666CJ,8225,2 medium,1 low,3 high,no,,,
27045,female,1127CS,4546,2 medium,1 low,2 medium,no,,,
27046,male,1427TH,4477,1 low,3 high,2 medium,no,,,
27047,female,1868QH,426,1 low,2 medi,3 high,no,,,
27048,female,1598OP,3040,3 high,1 low,2 medium,yes,F,nap,0
27049,female,1968MH,1277,2 medium,1 low,3 high,no,,,
27050,male,1577FS,2904,1 low,3 high,2 medium,no,,,
27051,male,1380YA,3941,2 medium,2 medi,3 high,no,,,
27052,male,1434EM,8520,2 medium,2 medi,2 medium,no,,,
27053,male,1460FU,5085,3 high,2 medi,3 high,yes,F,nap,0
27054,female,1399SB,662,3 high,1 low,2 medium,no,,,
27055,male,1917BN,3782,3 high,1 low,3 high,no,,,
27056,female,1069RA,2237,2 medium,2 medi,1 low,no,,,
27057,female,1657OL,548,2 medium,1 low,1 low,no,,,
27058,female,1895HD,1802,1 low,3 high,1 low,yes,F,nap,0
27059,male,1529VB,9183,3 high,1 low,1 low,no,,,
27060,female,1789BN,5873,2 medium,2 medi,2 medium,no,,,
27061,female,1975GR,165,2 medium,3 high,1 low,no,,,
27062,female,1011OA,5095,2 medium,2 medi,3 high,no,,,
27063,female,1975GR,4517,1 low,3 high,1 low,yes,F,nap,0
27064,female,1170SC,4744,3 high,1 low,2 medium,no,,,
27065,female,1695MT,3252,3 high,1 low,3 high,no,,,
27066,female,1124YX,6321,3 high,1 low,3 high,no,,,
27067,male,1032OX,6041,1 low,3 high,3 high,no,,,
27068,female,1173NU,1780,1 low,3 high,3 high,yes,F,nap,0
27069,female,1662IF,8850,3 high,1 low,3 high,no,,,
27070,male,1156XJ,553,1 low,3 high,3 high,no,,,
27071,female,1788TB,6959,2 medium,2 medi,3 high,no,,,
27072,female,1650KN,889,1 low,2 medi,1 low,no,,,
27073,male,1984FA,1861,3 high,1 low,1 low,yes,F,nap,0
27074,male,1266IJ,1684,3 high,1 low,1 low,no,,,
27075,male,1147KI,6938,1 low,3 high,1 low,no,,,
27076,male,1044HG,938,2 medium,2 medi,2 medium,no,,,
27077,female,1736WL,9789,3 high,1 low,3 high,no,,,
27078,female,1154IY,243,1 low,3 high,2 medium,yes,F,nap,0
27079,male,1128XA,8861,2 medium,1 low,1 low,no,,,
27080,female,1485TH,5273,1 low,3 high,1 low,no,,,
27081,female,1055CI,6735,1 low,3 high,2 medium,no,,,
27082,female,1354TQ,7387,2 medium,2 medi,3 high,no,,,
27083,female,1160QB,6651,2 medium,2 medi,1 low,yes,F,nap,0
27084,female,1892IT,9546,3 high,1 low,3 high,no,,,
27085,female,1239CB,6749,2 medium,2 medi,2 medium,no,,,
27086,female,1347YU,7182,3 high,1 low,3 high,no,,,
27087,female,1790JM,4790,1 low,2 medi,1 low,no,,,
27088,female,1275SS,8463,2 medium,1 low,1 low,yes,F,nap,0
27089,female,1656QA,7819,1 low,3 high,3 high,no,,,
27090,female,1045WB,1662,2 medium,2 medi,2 medium,no,,,
27091,male,1577AP,5075,1 low,3 high,1 low,no,,,
27092,female,1230EL,8076,2 medium,1 low,1 low,no,,,
27093,male,1834JN,1386,1 low,2 medi,2 medium,yes,F,nap,0
27094,female,1304NU,7584,3 high,2 medi,3 high,no,,,
27095,female,1797QY,7203,3 high,1 low,3 high,no,,,
27096,male,1843CY,2532,2 medium,2 medi,3 high,no,,,
27097,female,1569YU,176,1 low,3 high,2 medium,no,,,
27098,female,1018WI,1478,2 medium,1 low,2 medium,yes,F,nap,0
27099,female,1536VY,7226,2 medium,1 low,2 medium,no,,,
27100,male,1992IY,201,3 high,1 low,2 medium,no,,,
27101,male,1015SA,7709,2 medium,2 medi,2 medium,no,,,
27102,female,1819CF,9171,3 high,1 low,1 low,no,,,
27103,male,1796OY,906,3 high,1 low,2 medium,yes,F,nap,0
27104,female,1240JI,1055,2 medium,2 medi,2 medium,no,,,
27105,female,1594AP,9526,1 low,3 high,2 medium,no,,,
27106,female,1979FI,5306,2 medium,2 medi,2 medium,no,,,
27107,male,1593GT,472,2 medium,1 low,1 low,no,,,
27108,female,1543UN,3864,3 high,1 low,3 high,yes,F,nap,0
27109,female,1894JR,2077,2 medium,1 low,1 low,no,,,
27110,female,1711OO,1166,1 low,3 high,3 high,no,,,
27111,male,1659FK,4133,2 medium,1 low,3 high,no,,,
27112,male,1941NP,6344,2 medium,1 low,3 high,no,,,
27113,male,1362GL,1173,3 high,1 low,2 medium,yes,F,nap,0
27114,female,1263ZK,3123,3 high,1 low,2 medium,no,,,
27115,male,1135RI,2838,3 high,1 low,3 high,no,,,
27116,male,1669JL,5745,3 high,1 low,2 medium,no,,,
27117,male,1213GY,4274,1 low,3 high,1 low,no,,,
27118,male,1223TA,8762,2 medium,2 medi,3 high,yes,F,nap,0
27119,female,1681JR,6396,3 high,1 low,2 medium,no,,,
27120,male,1446PS,3911,2 medium,2 medi,3 high,no,,,
27121,female,1724VV,5542,3 high,1 low,1 low,no,,,
27122,female,1021VB,872,2 medium,2 medi,1 low,no,,,
27123,female,1569GA,9163,3 high,1 low,3 high,yes,F,nap,0
27124,male,1783WH,1261,2 medium,2 medi,1 low,no,,,
27125,female,1537CD,8133,1 low,3 high,1 low,no,,,
27126,female,1024EA,1422,1 low,3 high,2 medium,no,,,
27127,male,1585LY,629,2 medium,2 medi,3 high,no,,,
27128,female,1279UB,9077,1 low,2 medi,1 low,yes,F,nap,0
27129,male,1758QK,945,2 medium,2 medi,3 high,no,,,
27130,female,1436JG,465,3 high,1 low,2 medium,no,,,
27131,male,1222SF,4447,2 medium,3 high,1 low,no,,,
27132,female,1628HA,1805,2 medium,2 medi,3 high,no,,,
27133,female,1175AD,4032,1 low,3 high,2 medium,yes,F,nap,0
27134,female,1323GY,7160,1 low,2 medi,1 low,no,,,
27135,female,1139VM,6570,1 low,1 low,2 medium,no,,,
27136,female,1824FR,1423,1 low,3 high,3 high,no,,,
27137,female,1208CT,3064,1 low,3 high,1 low,no,,,
27138,male,1525PH,166,2 medium,2 medi,3 high,yes,F,nap,0
27139,female,1912ZW,5048,2 medium,2 medi,1 low,no,,,
27140,male,1340XY,6277,3 high,2 medi,2 medium,no,,,
27141,female,1211QB,4125,2 medium,2 medi,3 high,no,,,
27142,female,1149RL,5050,3 high,1 low,2 medium,no,,,
27143,male,1591TG,9211,1 low,3 high,2 medium,yes,F,nap,0
27144,female,1943WN,819,1 low,3 high,1 low,no,,,
27145,female,1665YA,7663,2 medium,2 medi,1 low,no,,,
27146,female,1279DY,247,1 low,3 high,1 low,no,,,
27147,female,1264QG,1783,3 high,2 medi,2 medium,no,,,
27148,male,1815CY,3308,1 low,2 medi,1 low,yes,F,nap,0
27149,female,1639OZ,900,3 high,1 low,1 low,no,,,
27150,female,1767KT,1377,2 medium,1 low,2 medium,no,,,
27151,male,1755AD,6701,3 high,1 low,3 high,no,,,
27152,female,1052FE,2563,3 high,1 low,3 high,no,,,
27153,female,1092AJ,109,1 low,3 high,1 low,yes,F,nap,0
27154,female,1729MX,7994,1 low,3 high,2 medium,no,,,
27155,female,1733ZW,2033,2 medium,1 low,2 medium,no,,,
27156,female,1961EH,1947,1 low,3 high,1 low,no,,,
27157,female,1172NV,2909,1 low,1 low,3 high,no,,,
27158,male,1046YR,1413,2 medium,2 medi,3 high,yes,F,nap,0
27159,male,1401YM,1638,2 medium,2 medi,2 medium,no,,,
27160,female,1570HJ,2727,2 medium,2 medi,1 low,no,,,
27161,male,1514YF,552,1 low,3 high,2 medium,no,,,
27162,female,1857YS,389,2 medium,1 low,2 medium,no,,,
27163,male,1202EP,3616,1 low,3 high,3 high,yes,F,nap,0
27164,female,1714JN,8057,2 medium,1 low,1 low,no,,,
27165,female,1146MQ,2977,1 low,3 high,1 low,no,,,
27166,female,1473OC,2782,3 high,1 low,3 high,no,,,
27167,female,1120IU,8128,3 high,1 low,1 low,no,,,
27168,male,1945CL,2502,3 high,1 low,2 medium,yes,F,nap,0
27169,male,1581LI,4490,3 high,1 low,2 medium,no,,,
27170,female,1064BW,1235,3 high,2 medi,2 medium,no,,,
27171,female,1575VM,1387,1 low,3 high,3 high,no,,,
27172,female,1031FD,5391,1 low,3 high,1 low,no,,,
27173,male,1324SZ,2663,3 high,1 low,2 medium,yes,F,nap,0
27174,male,1166WD,997,2 medium,2 medi,3 high,no,,,
27175,female,1529HA,9011,2 medium,2 medi,2 medium,no,,,
27176,female,1450WJ,3736,1 low,3 high,1 low,no,,,
27177,female,1567YQ,2314,3 high,1 low,2 medium,no,,,
27178,female,1777TD,2217,2 medium,2 medi,2 medium,yes,F,nap,0
27179,female,1383UT,1706,2 medium,2 medi,2 medium,no,,,
27180,male,1697FP,5587,2 medium,3 high,1 low,no,,,
27181,male,1293RV,2263,1 low,3 high,1 low,no,,,
27182,female,1663BN,6690,3 high,1 low,3 high,no,,,
27183,male,1675NF,5861,2 medium,2 medi,2 medium,yes,F,nap,0
27184,female,1580NE,2325,1 low,2 medi,3 high,no,,,
27185,female,1172ZG,8688,2 medium,2 medi,2 medium,no,,,
27186,female,1052OY,145,2 medium,2 medi,3 high,no,,,
27187,female,1583PZ,8598,1 low,3 high,1 low,no,,,
27188,female,1721KS,2639,3 high,1 low,2 medium,yes,F,nap,0
27189,female,1865DJ,3577,1 low,3 high,1 low,no,,,
27190,female,1132PS,75,3 high,1 low,3 high,no,,,
27191,female,1225ZY,1760,2 medium,1 low,2 medium,no,,,
27192,male,1858AT,4821,1 low,3 high,1 low,no,,,
27193,female,1321PK,5317,1 low,3 high,2 medium,yes,F,nap,0
27194,female,1562AA,9714,2 medium,2 medi,2 medium,no,,,
27195,male,1357ZJ,1430,1 low,3 high,1 low,no,,,
27196,female,1139LY,123,3 high,1 low,3 high,no,,,
27197,female,1678NE,9910,1 low,3 high,1 low,no,,,
27198,female,1962NJ,4794,2 medium,2 medi,2 medium,yes,F,nap,0
27199,female,1673EH,5755,2 medium,1 low,2 medium,no,,,
27200,female,1630VJ,5665,3 high,2 medi,3 high,no,,,
27201,female,1963DJ,1568,2 medium,3 high,2 medium,no,,,
27202,male,1614PA,9669,1 low,2 medi,3 high,no,,,
27203,female,1109ZC,7235,2 medium,2 medi,1 low,yes,F,nap,0
27204,female,1808EG,7805,3 high,1 low,2 medium,no,,,
27205,female,1395AJ,4998,3 high,1 low,3 high,no,,,
27206,female,1768UM,8534,3 high,1 low,3 high,no,,,
27207,female,1337YZ,3935,1 low,3 high,1 low,no,,,
27208,male,1866MN,6113,3 high,1 low,2 medium,yes,F,nap,0
27209,female,1275LA,6618,3 high,1 low,2 medium,no,,,
27210,male,1535VH,4945,2 medium,3 high,2 medium,no,,,
27211,female,1870EP,83,2 medium,1 low,1 low,no,,,
27212,male,1213NT,6735,2 medium,3 high,2 medium,no,,,
27213,female,1101PM,2383,3 high,1 low,2 medium,yes,F,nap,0
27214,male,1792IT,9640,1 low,1 low,1 low,no,,,
27215,female,1961RB,2819,1 low,3 high,3 high,no,,,
27216,female,1567PL,843,2 medium,1 low,3 high,no,,,
27217,male,1056MY,2841,3 high,1 low,2 medium,no,,,
27218,male,1678EC,7294,1 low,3 high,2 medium,yes,F,nap,0
27219,female,1299KC,7248,3 high,2 medi,2 medium,no,,,
27220,male,1063VA,4152,2 medium,2 medi,3 high,no,,,
27221,female,1311ZW,4347,1 low,3 high,2 medium,no,,,
27222,female,1498YJ,1575,2 medium,1 low,1 low,no,,,
27223,male,1113SW,3199,1 low,2 medi,1 low,yes,F,nap,0
27224,female,1750ZW,8585,2 medium,3 high,2 medium,no,,,
27225,male,1728NG,6887,3 high,1 low,3 high,no,,,
27226,female,1820KS,1892,1 low,3 high,1 low,no,,,
27227,female,1474VE,3042,3 high,1 low,3 high,no,,,
27228,female,1492FK,6881,1 low,3 high,2 medium,yes,F,nap,0
27229,male,1959YZ,3601,3 high,1 low,2 medium,no,,,
27230,male,1378SR,2923,3 high,1 low,2 medium,no,,,
27231,male,1708KI,3219,1 low,2 medi,1 low,no,,,
27232,male,1932PS,1817,3 high,2 medi,2 medium,no,,,
27233,female,1408DX,5171,3 high,1 low,2 medium,yes,F,nap,0
27234,female,1587MG,7612,1 low,3 high,3 high,no,,,
27235,male,1815ON,7298,2 medium,3 high,3 high,no,,,
27236,male,1384DA,1399,2 medium,2 medi,2 medium,no,,,
27237,male,1324UE,7066,3 high,1 low,2 medium,no,,,
27238,female,1310WX,9233,1 low,3 high,1 low,yes,F,nap,0
27239,female,1252KO,985,2 medium,1 low,1 low,no,,,
27240,female,1360DF,112,1 low,3 high,1 low,no,,,
27241,male,1434SA,3922,1 low,3 high,1 low,no,,,
27242,female,1583HZ,7458,3 high,1 low,1 low,no,,,
27243,male,1520EC,9963,3 high,1 low,1 low,yes,F,nap,0
27244,male,1030UE,9367,2 medium,1 low,2 medium,no,,,
27245,female,1371MF,991,3 high,1 low,1 low,no,,,
27246,female,1597QS,9971,2 medium,2 medi,3 high,no,,,
27247,male,1559RF,8507,1 low,3 high,2 medium,no,,,
27248,male,1179YE,655,3 high,1 low,3 high,yes,F,nap,0
27249,female,1759DV,4867,2 medium,1 low,3 high,no,,,
27250,female,1307WH,5142,3 high,1 low,3 high,no,,,
27251,female,1250UA,2220,3 high,1 low,3 high,no,,,
27252,female,1107ZW,7834,1 low,2 medi,1 low,no,,,
27253,female,1709YU,8546,3 high,1 low,1 low,yes,F,nap,0
27254,male,1532IF,2623,1 low,3 high,2 medium,no,,,
27255,male,1110GW,945,3 high,1 low,2 medium,no,,,
27256,female,1724XI,6652,1 low,3 high,1 low,no,,,
27257,female,1121FQ,2638,3 high,1 low,2 medium,no,,,
27258,female,1452KF,7327,1 low,3 high,2 medium,yes,F,nap,0
27259,male,1798LK,5518,3 high,1 low,3 high,no,,,
27260,female,1859SL,9800,1 low,2 medi,2 medium,no,,,
27261,male,1985SG,8731,1 low,3 high,1 low,no,,,
27262,male,1715RE,2795,1 low,3 high,1 low,no,,,
27263,female,1211PD,9428,2 medium,1 low,3 high,yes,F,nap,0
27264,female,1954TE,3665,2 medium,1 low,2 medium,no,,,
27265,male,1082NE,603,2 medium,1 low,2 medium,no,,,
27266,male,1133LM,6870,3 high,1 low,2 medium,no,,,
27267,male,1584WT,1735,3 high,1 low,3 high,no,,,
27268,female,1963UD,3386,3 high,1 low,3 high,yes,F,nap,0
27269,female,1677HM,9283,2 medium,1 low,1 low,no,,,
27270,male,1776MY,9521,3 high,1 low,2 medium,no,,,
27271,female,1393ZL,2123,3 high,1 low,2 medium,no,,,
27272,male,1255WA,2373,2 medium,2 medi,1 low,no,,,
27273,male,1030JU,867,2 medium,3 high,3 high,yes,F,nap,0
27274,male,1687BM,673,3 high,1 low,2 medium,no,,,
27275,male,1651XK,1490,3 high,1 low,3 high,no,,,
27276,female,1113PD,4599,2 medium,2 medi,2 medium,no,,,
27277,male,1484ZM,2208,1 low,3 high,2 medium,no,,,
27278,female,1167ZF,8649,1 low,3 high,2 medium,yes,F,nap,0
27279,male,1812RR,3166,2 medium,1 low,2 medium,no,,,
27280,female,1634GR,4113,2 medium,2 medi,2 medium,no,,,
27281,female,1576NL,9805,1 low,3 high,1 low,no,,,
27282,male,1084SM,3530,2 medium,1 low,1 low,no,,,
27283,female,1868WM,7972,3 high,1 low,3 high,yes,F,nap,0
27284,female,1229WQ,1799,3 high,2 medi,3 high,no,,,
27285,female,1330FR,2717,3 high,1 low,2 medium,no,,,
27286,female,1567MG,3914,2 medium,3 high,2 medium,no,,,
27287,male,1249TW,8198,1 low,3 high,1 low,no,,,
27288,female,1725NA,4267,1 low,3 high,1 low,yes,F,nap,0
27289,female,1758HC,6994,1 low,3 high,1 low,no,,,
27290,male,1312OK,889,3 high,1 low,3 high,no,,,
27291,female,1127NY,6503,1 low,3 high,2 medium,no,,,
27292,male,1660WM,8466,3 high,1 low,3 high,no,,,
27293,male,1564CS,287,2 medium,3 high,1 low,yes,F,nap,0
27294,male,1477US,4172,2 medium,2 medi,3 high,no,,,
27295,female,1910MX,1594,2 medium,2 medi,2 medium,no,,,
27296,male,1189ZT,8878,2 medium,2 medi,2 medium,no,,,
27297,female,1639BJ,9048,3 high,1 low,2 medium,no,,,
27298,female,1587HX,7781,3 high,1 low,3 high,yes,F,nap,0
27299,female,1148WO,7746,2 medium,2 medi,1 low,no,,,
27300,female,1777LC,433,1 low,3 high,1 low,no,,,
27301,female,1363WG,3136,2 medium,1 low,2 medium,no,,,
27302,female,1826SC,631,2 medium,2 medi,2 medium,no,,,
27303,female,1826IJ,930,2 medium,3 high,1 low,yes,F,nap,0
27304,female,1109YW,1871,1 low,3 high,1 low,no,,,
27305,male,1505LJ,3017,3 high,1 low,2 medium,no,,,
27306,male,1150HN,1590,1 low,3 high,1 low,no,,,
27307,female,1474ID,29,1 low,3 high,2 medium,no,,,
27308,female,1777CO,4187,1 low,3 high,2 medium,yes,F,nap,0
27309,female,1325QO,5447,1 low,3 high,2 medium,no,,,
27310,male,1968PZ,5156,1 low,3 high,2 medium,no,,,
27311,female,1854MT,9126,2 medium,1 low,2 medium,no,,,
27312,female,1993XE,3992,1 low,3 high,3 high,no,,,
27313,female,1669KS,8525,2 medium,3 high,1 low,yes,F,nap,0
27314,male,1264AL,7588,1 low,3 high,3 high,no,,,
27315,female,1274AK,1489,1 low,2 medi,2 medium,no,,,
27316,female,1082VH,264,3 high,1 low,3 high,no,,,
27317,female,1275JX,8445,3 high,1 low,2 medium,no,,,
27318,male,1080CP,3658,1 low,3 high,2 medium,yes,F,nap,0
27319,female,1075PG,1231,1 low,2 medi,1 low,no,,,
27320,female,1978HQ,6640,3 high,1 low,3 high,no,,,
27321,female,1069ZV,90,3 high,2 medi,1 low,no,,,
27322,female,1024UM,6168,3 high,1 low,2 medium,no,,,
27323,male,1142NU,693,2 medium,2 medi,1 low,yes,F,nap,0
27324,female,1137JR,8161,3 high,1 low,3 high,no,,,
27325,female,1064RE,3785,2 medium,3 high,2 medium,no,,,
27326,female,1564ZZ,8241,3 high,1 low,2 medium,no,,,
27327,male,1794HH,2100,2 medium,2 medi,3 high,no,,,
27328,female,1821VA,6335,1 low,3 high,3 high,yes,F,nap,0
27329,female,1266BG,2042,3 high,1 low,3 high,no,,,
27330,female,1940GL,72,3 high,1 low,3 high,no,,,
27331,female,1095YQ,3249,2 medium,2 medi,3 high,no,,,
27332,female,1414FZ,8653,2 medium,2 medi,1 low,no,,,
27333,female,1566CH,163,1 low,3 high,3 high,yes,F,nap,0
27334,female,1450WA,5057,1 low,3 high,2 medium,no,,,
27335,female,1142FK,8094,2 medium,2 medi,3 high,no,,,
27336,female,1508BE,6414,3 high,1 low,3 high,no,,,
27337,male,1847CQ,7445,2 medium,2 medi,2 medium,no,,,
27338,female,1157ND,2703,2 medium,2 medi,2 medium,yes,F,nap,0
27339,male,1976ZZ,734,2 medium,2 medi,2 medium,no,,,
27340,male,1211IO,5940,3 high,2 medi,2 medium,no,,,
27341,female,1681VH,2243,1 low,2 medi,2 medium,no,,,
27342,female,1388KJ,6451,3 high,1 low,2 medium,no,,,
27343,female,1076CE,6004,2 medium,2 medi,1 low,yes,F,nap,0
27344,female,1047AX,6404,3 high,1 low,2 medium,no,,,
27345,female,1427HM,2561,2 medium,2 medi,2 medium,no,,,
27346,female,1237UO,1506,2 medium,1 low,2 medium,no,,,
27347,male,1856EK,3459,2 medium,2 medi,2 medium,no,,,
27348,female,1850QZ,6575,1 low,3 high,1 low,yes,F,nap,0
27349,male,1733NS,8962,2 medium,2 medi,2 medium,no,,,
27350,male,1459IC,8815,3 high,2 medi,3 high,no,,,
27351,male,1175KU,2430,3 high,1 low,2 medium,no,,,
27352,female,1271JH,2649,3 high,1 low,2 medium,no,,,
27353,male,1840WK,696,3 high,1 low,3 high,yes,F,nap,0
27354,female,1173RL,123,3 high,1 low,3 high,no,,,
27355,female,1628VH,6008,2 medium,2 medi,2 medium,no,,,
27356,female,1276ZV,9461,1 low,3 high,1 low,no,,,
27357,female,1075XH,2455,2 medium,1 low,2 medium,no,,,
27358,male,1364UZ,1963,1 low,3 high,3 high,yes,F,nap,0
27359,female,1249LL,4404,3 high,1 low,1 low,no,,,
27360,female,1441YR,3846,2 medium,3 high,3 high,no,,,
27361,female,1950FD,3889,3 high,1 low,3 high,no,,,
27362,male,1779GU,6241,3 high,1 low,3 high,no,,,
27363,female,1210BB,6165,1 low,3 high,1 low,yes,F,nap,0
27364,female,1860XI,1390,3 high,1 low,1 low,no,,,
27365,female,1277EM,1898,2 medium,1 low,2 medium,no,,,
27366,female,1431DY,9761,3 high,1 low,2 medium,no,,,
27367,female,1924WY,5999,2 medium,3 high,2 medium,no,,,
27368,male,1441RM,4882,3 high,1 low,2 medium,yes,F,nap,0
27369,female,1246WF,149,1 low,3 high,3 high,no,,,
27370,female,1296IG,973,1 low,3 high,2 medium,no,,,
27371,female,1745PA,8755,2 medium,3 high,1 low,no,,,
27372,male,1003QH,8739,3 high,1 low,2 medium,no,,,
27373,male,1941MO,4132,2 medium,3 high,2 medium,yes,F,nap,0
27374,male,1814IX,2264,3 high,1 low,1 low,no,,,
27375,male,1461ET,7254,2 medium,2 medi,3 high,no,,,
27376,male,1380PZ,4693,2 medium,1 low,3 high,no,,,
27377,male,1836GR,6219,3 high,1 low,3 high,no,,,
27378,female,1190EL,7782,2 medium,2 medi,2 medium,yes,F,nap,0
27379,male,1402CI,1801,1 low,2 medi,2 medium,no,,,
27380,female,1521IE,1307,1 low,3 high,1 low,no,,,
27381,male,1692HI,1340,3 high,1 low,3 high,no,,,
27382,female,1291VN,9113,2 medium,3 high,3 high,no,,,
27383,female,1937EN,9713,1 low,3 high,3 high,yes,F,nap,0
27384,female,1591LV,103,3 high,1 low,3 high,no,,,
27385,female,1261LJ,5883,3 high,1 low,2 medium,no,,,
27386,male,1149LO,9716,2 medium,2 medi,2 medium,no,,,
27387,male,1975UU,4832,3 high,1 low,3 high,no,,,
27388,female,1865KV,5710,2 medium,1 low,2 medium,yes,F,nap,0
27389,female,1981QY,3370,1 low,3 high,2 medium,no,,,
27390,female,1463FA,2298,2 medium,1 low,3 high,no,,,
27391,male,1062XK,889,1 low,3 high,3 high,no,,,
27392,male,1035TQ,289,3 high,1 low,2 medium,no,,,
27393,female,1682LE,3357,2 medium,1 low,3 high,yes,F,nap,0
27394,male,1292NO,479,2 medium,1 low,3 high,no,,,
27395,male,1882FF,1647,3 high,1 low,3 high,no,,,
27396,male,1904VF,9220,1 low,3 high,2 medium,no,,,
27397,female,1481MD,7111,1 low,3 high,3 high,no,,,
27398,female,1759KX,4469,2 medium,2 medi,1 low,yes,F,nap,0
27399,female,1963JR,2565,1 low,3 high,1 low,no,,,
27400,male,1894EX,7850,2 medium,1 low,2 medium,no,,,
27401,female,1885NP,2666,3 high,1 low,3 high,no,,,
27402,male,1755IX,8896,2 medium,2 medi,1 low,no,,,
27403,female,1168MR,9246,2 medium,2 medi,2 medium,yes,F,nap,0
27404,female,1138OF,5926,2 medium,2 medi,3 high,no,,,
27405,female,1093RR,2650,2 medium,1 low,3 high,no,,,
27406,female,1633PQ,5090,1 low,3 high,3 high,no,,,
27407,female,1200KC,5261,3 high,1 low,3 high,no,,,
27408,female,1381TW,2203,3 high,1 low,2 medium,yes,F,nap,0
27409,female,1885EV,8265,3 high,1 low,3 high,no,,,
